label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
1	899 m^2	-0.1062	Data Science	COMPUTER ENGINEERING, COMPUTER SCIENCE, BIOTECHNOLOGY	335	CAT	22	-0.0204	254	NULL	-0.1277	231
2	88 m^2	0.583	GAMES AND PLAYABLE MEDIA	Human Computer Interaction, Natural Language Processing, Electrical Engineering	941	hamster	649	0.7526	469	0.4944	0.5238	1027
0	1440 m^2	0.5449	Statistics	Computational Media, Natural Language Processing	-147	rabbit	523	0.4865	-184	0.8853	1.065	1222
1	320 m^2	0.2307	Computer Engineering	Statistics, Biotechnology, Computer Game Design, Computer Science	778	hamster	543	-0.0965	649	1.5431	0.0507	?
1	661 m^2	-0.0236	Data Science	Computer Game Design, Biotechnology	732	cat	474	0.2477	1384	0.6246	0.0391	178
1	660 m^2	0.1494	Human Computer Interaction		711	rabbit	326	0.2618	1306	1.2129	0.0331	969
2	-58 m^2	1.0912	Computer Science	Technology and Information Management	617	hamster	737	0.6207	129	0.4952	0.4775	-42
0	742 m^2	0.4324	Applied Mathematics	Data Science, Bioinformatics, Bioengineering, Human Computer Interaction, Natural Language Processing, Computational Media	246	bird	515	-0.1605	342	-0.1165	0.9067	227
1	732 m^2	0.3243	Data Science	Computer Engineering, Computer Science, Computer Game Design, Biotechnology	602	pig	390	0.3459	760	1.0565	0.0284	647
0	714 m^2	0.4515	Applied Mathematics	Human Computer Interaction, Computational Media, Data Science, Natural Language Processing	6	Rat	180	0.6162	827	0.2987	0.8692	862
1	638 m^2	0.2841	Robotics Engineering	Computer Science, Computer Game Design	629	chicken	541	-0.1014	896	0.388	-0.1745	285
2	289 m^2	0.4784	Games and Playable Media	Robotics Engineering	1142	hamster	809	1.0517	-275	-0.2678	0.7875	-181
0	999 m^2	0.4124	Computer Game Design	Electrical Engineering, Computational Media, Bioinformatics, Data Science	161	rat	99	0.4338	522	0.7512	0.629	172
1	659 m^2	0.1342	Computer Engineering	Statistics, Computer Engineering, Computer Science, Computer Game Design	213	chicken	540	-0.0072	1343	1.0868	-0.0252	19
2	22 m^2	0.0954	Human Computer Interaction	Robotics Engineering	846	HAMSTER	919	0.9813	10	-0.015	0.7303	392
1	546 m^2	0.0599	Computer Engineering	Computer Game Design, Computer Engineering, Statistics	572	chicken	207	0.3503	1000	1.0948	0.0793	564
1	730 m^2	-0.4065	Bioinformatics	Bioengineering	217	dog	590	0.3708	1265	1.1862	-0.1183	870
0	1224 m^2	0.1619	Computer Game Design	Computational Media, Data Science, Electrical Engineering, Bioinformatics	-193	ferret	63	0.7313	1020	0.3952	0.976	658
1	762 m^2	-0.0364	Data Science	Applied Mathematics, Games and Playable Media	489	cat	392	0.2339	1211	1.0692	-0.0165	686
2	-153 m^2	0.4913	Computer Science	Technology and Information Management, Games and Playable Media	670	bird	704	1.0074	-352	-0.2098	0.3961	490
0	1004 m^2	0.3862	Human Computer Interaction	Electrical Engineering, Data Science, Bioinformatics, Bioengineering	56	fish	220	0.4132	1066	1.0042	0.9397	974
1	377 m^2	0.0574	Human Computer Interaction	Biotechnology, Computer Engineering, Computer Science, Statistics	447	FERRET	154	0.6581	894	1.1105	?	733
1	647 m^2	0.0722	Computer Engineering	Electrical Engineering, Bioengineering, Bioinformatics, Natural Language Processing, Data Science, Human Computer Interaction	791	pig	325	-0.0406	1128	0.6807	-0.321	825
0	1224 m^2	0.0255	Applied Mathematics	Bioinformatics, Computational Media, Data Science, Bioengineering	251	ferret	-66	0.5928	787	0.7503	1.0013	740
0	739 m^2	0.8458	Natural Language Processing	Bioengineering, Bioinformatics, Human Computer Interaction, Electrical Engineering	22	ferret	35	0.2877	561	1.0407	0.8525	888
2	262 m^2	0.9427	Robotics Engineering	Applied Mathematics, Technology And Information Management, Robotics Engineering	649	hamster	574	1.5121	240	0.2263	0.406	341
2	263 m^2	0.4168	Biotechnology	Robotics Engineering	1055	fish	1040	1.3889	535	-0.1777	0.698	-245
0	931 m^2	0.8287	Computer Game Design	Natural Language Processing, Human Computer Interaction, Electrical Engineering	241	guinea pig	18	0.9337	457	0.5005	0.624	1060
1	187 m^2	0.0559	Computer Engineering	Statistics, Computer Science	508	cat	290	0.3214	894	0.6336	0.1097	-38
2	203 m^2	0.8282	Computer Science	Robotics Engineering, Applied Mathematics, Technology and Information Management	872	reptile	778	1.1248	74	-0.1058	0.4976	-111
2	-367 m^2	0.3212	Computer Science	Robotics Engineering, Technology and Information Management	827	hamster	465	0.7648	-132	0.3247	0.8641	-290
0	1008 m^2	0.5088	Natural Language Processing	Data Science, Bioengineering, Computational Media, Natural Language Processing, Electrical Engineering	228	ferret	191	0.353	?	0.7144	0.9057	942
0	1014 m^2	0.7194	Bioinformatics	Biotechnology, Computer Game Design, Statistics, Computer Engineering	245	rat	13	0.4518	919	0.5734	0.518	1334
2	523 m^2	1.0589	COMPUTER SCIENCE	Games and Playable Media, Robotics Engineering	707	hamster	938	0.5875	468	-0.3417	0.1569	639
1	784 m^2	0.6481	Applied Mathematics	Computer Engineering	107	pig	164	0.3171	765	1.1987	0.3261	30
0	1429 m^2	0.669	Applied Mathematics	Human Computer Interaction, Natural Language Processing, Data Science, Electrical Engineering	-40	guinea pig	226	0.3935	997	0.935	0.9279	675
0	1116 m^2	0.5959	Applied Mathematics	Human Computer Interaction, Natural Language Processing, Electrical Engineering, Data Science	63	fish	507	0.5406	695	0.6725	1.0125	903
0	723 m^2	0.1116	Applied Mathematics	Electrical Engineering, Data Science, Bioengineering, Computational Media, Human Computer Interaction, Bioinformatics	-39	dog	125	0.0171	110	1.1105	0.5611	713
1	1046 m^2	0.4159	Computational Media	Computer Engineering, Statistics, Computer Game Design, Computer Science	49	cat	423	0.3347	446	1.1886	0.4263	343
2	95 m^2	0.5803	Computer Science	Robotics Engineering, Technology and Information Management	1117	hamster	951	0.7538	46	0.1009	0.6039	-278
0	947 m^2	0.2707	Computer Game Design	Data Science, Natural Language Processing, Computational Media	-348	rat	270	0.3105	645	0.7705	0.7333	887
1	821 m^2	0.0251	TECHNOLOGY AND INFORMATION MANAGEMENT	Technology and Information Management, Robotics Engineering	680	dog	118	0.0629	830	1.1978	0.0913	160
1	689 m^2	-0.0517	Bioinformatics	Computer Science, Statistics	206	cat	172	-0.1685	474	1.2305	-0.106	458
2	180 m^2	0.4071	Robotics Engineering	Robotics Engineering, Applied Mathematics	692	bird	183	0.7137	-346	-0.0823	0.5933	-297
2	317 m^2	0.674	Biotechnology	Robotics Engineering, Technology and Information Management	800	bird	650	0.9409	-179	0.0401	0.9441	90
2	141 m^2	0.7054	Games and Playable Media	Applied Mathematics, Games and Playable Media	928	hamster	956	0.6737	-89	0.1654	0.81	339
1	561 m^2	0.0262	Human Computer Interaction	Biotechnology, Computer Science, Computer Engineering, Computer Game Design	335	dog	425	0.1721	529	0.9884	0.1362	212
2	588 m^2	0.8517	Computer Science	Games and Playable Media, Robotics Engineering, Technology and Information Management	790	BIRD	975	0.4681	-214	0.3968	0.4665	558
0	962 m^2	0.7705	Games and Playable Media	Bioengineering, Human Computer Interaction, Bioinformatics, Natural Language Processing	211	guinea pig	205	0.1347	2	0.6448	0.5652	1160
0	1136 m^2	0.2498	Applied Mathematics	Bioengineering	264	FISH	428	1.0837	510	0.3984	1.1442	625
1	551 m^2	0.1023	Human Computer Interaction	Biotechnology, Computer Engineering	513	rabbit	679	0.0697	829	1.3881	0.0163	29
2	353 m^2	1.1574	Robotics Engineering	Applied Mathematics, Technology and Information Management	699	hamster	809	0.7422	-111	0.056	0.5924	262
1	588 m^2	0.1938	Bioengineering	Robotics Engineering	899	fish	282	0.2006	514	1.4008	-0.1867	413
0	918 m^2	0.6065	Statistics	Statistics, Computer Game Design	-36	ferret	-111	0.3209	-123	0.1259	0.965	419
1	233 m^2	0.0304	Computer Game Design	Computer Game Design	482	chicken	529	-0.0893	n/a	0.5536	0.3708	438
2	208 m^2	0.9526	Computer Science	Bioinformatics, Computational Media, Human Computer Interaction, Electrical Engineering	947	reptile	572	0.9497	259	-0.1701	0.5944	134
1	742 m^2	0.2696	Bioengineering	Statistics, Biotechnology	315	pig	765	-0.2929	1002	0.9929	0.1991	360
1	624 m^2	-0.0101	Bioengineering	Robotics Engineering, Games and Playable Media	180	pig	153	0.4568	1251	1.0661	0.0418	383
2	102 m^2	0.693	Data Science	Games and Playable Media, Robotics Engineering	507	reptile	473	0.6497	396	0.0111	1.0929	-3
0	1134 m^2	0.8347	Applied Mathematics	Biotechnology, Statistics, Computer Game Design, Computer Science	-337	rat	-64	0.6491	94	0.9237	0.4713	733
1	467 m^2	0.1215	Data Science	Electrical Engineering, Data Science, Human Computer Interaction, Bioinformatics, Bioengineering	317	cat	314	0.622	1323	0.8811	0.0175	189
1	1027 m^2	-0.0416	Bioengineering	Computer Engineering, Biotechnology, Statistics	373	dog	739	0.2595	1338	1.215	0.219	635
1	235 m^2	-0.2233	Bioengineering	Technology and Information Management	475	rabbit	118	-0.1916	1483	1.2031	0.1673	790
2	29 m^2	0.6413	Games and Playable Media	Computer Engineering, Computer Game Design, Biotechnology, Computer Science	1270	reptile	?	0.9087	127	0.3959	0.6592	-49
0	1137 m^2	1.0973	Natural Language Processing	Human Computer Interaction, Bioengineering	695	N/A	225	0.4738	77	0.9205	0.9303	1112
0	1334 m^2	0.6332	Statistics	Electrical Engineering	78	fish	127	0.5332	807	0.9176	0.5888	741
2	106 m^2	1.0123	Biotechnology	Robotics Engineering	1163	bird	505	0.8826	-156	-0.0163	0.6593	610
1	503 m^2	-0.0217	Bioinformatics	Statistics, Computer Science, Computer Game Design	349	pig	696	0.3526	767	1.208	0.3333	273
0	914 m^2	0.3516	Statistics	Natural Language Processing	398	rat	69	0.3594	240	0.5885	0.6465	766
2	-231 m^2	0.5995	Biotechnology	Applied Mathematics	978	bird	584	0.8776	-96	0.4231	0.6713	-308
1	592 m^2	0.1525	Electrical Engineering	Computer Engineering, Biotechnology, Computer Game Design	598	pig	516	-0.2341	832	0.6298	0.1981	-331
0	1166 m^2	0.5886	Applied Mathematics	Bioengineering	154	guinea pig	317	0.3104	679	1.0291	0.6903	592
2	124 m^2	0.6245	Robotics Engineering	Technology and Information Management, Games and Playable Media	1084	hamster	891	0.8428	483	0.2465	1.0939	138
1	699 m^2	0.0309	Data Science	Statistics, Biotechnology, Computer Game Design, Computer Science	651	chicken	235	-0.141	1036	0.9747	-0.1548	-233
1	632 m^2	-0.2062	computer engineering	Biotechnology	338	chicken	520	0.1701	914	0.7648	0.1503	-71
0	1556 m^2	0.3525	Statistics	Robotics Engineering, Technology and Information Management	-147	fish	84	0.5259	141	0.35	0.9981	977
2	-147 m^2	0.4507	Applied Mathematics	Technology and Information Management	543	bird	836	0.7777	977	-0.2226	0.8059	-468
0	1140 m^2	0.5612	Applied Mathematics	Electrical Engineering	364	fish	179	0.2538	-174	0.4195	0.7493	538
2	308 m^2	0.737	Biotechnology	Technology and Information Management	1209	bird	889	0.7482	575	0.5208	0.5246	721
2	-252 m^2	0.9055	Games and Playable Media	Robotics Engineering	605	hamster	757	0.46	64	0.5234	0.6276	231
0	1238 m^2	0.514	applied mathematics	Bioinformatics, Data Science, Electrical Engineering, Natural Language Processing, Bioengineering, Computational Media	12	rat	268	0.2895	426	0.4762	0.9856	399
2	-242 m^2	0.698	Games and Playable Media	Games and Playable Media, Applied Mathematics, Robotics Engineering	742	hamster	819	0.6903	182	-0.1117	0.6275	-522
1	792 m^2	-0.012	Computational Media	Computer Science	1	rabbit	453	0.2748	598	1.101	0.0632	543
1	458 m^2	-0.1906	Computer Engineering	Computer Science	1	chicken	610	0.35	838	0.7145	0.2019	493
0	1024 m^2	0.1992	Applied Mathematics	Electrical Engineering	25	fish	315	0.3374	535	0.7456	0.7001	778
1	805 m^2	0.5639	Data Science	Statistics, Computer Game Design, Computer Engineering	549	hamster	749	0.5119	905	0.9066	0.0486	356
0	833 m^2	0.2002	Natural Language Processing	Natural Language Processing, Bioengineering, Electrical Engineering	372	hamster	73	0.3735	734	0.9786	0.7271	1033
1	631 m^2	-0.1934	Statistics	Statistics, Computer Game Design	341	rabbit	386	0.1867	1048	1.1274	-0.075	405
1	161 m^2	n/a	Technology and Information Management	Statistics	509	rabbit	641	0.2647	1211	0.8549	-0.1099	449
2	360 m^2	0.7779	Biotechnology	Robotics Engineering, Technology and Information Management, Applied Mathematics	467	hamster	951	1.0787	-84	0.1458	1.0603	98
1	669 m^2	0.0267	Electrical Engineering	Computer Engineering	380	pig	83	0.1449	1634	0.9178	0.3289	-359
1	697 m^2	-0.0529	Computational Media	COMPUTER SCIENCE	565	cat	405	0.2425	367	0.9325	0.4509	397
0	1354 m^2	0.3307	Computer Game Design	Applied Mathematics, Robotics Engineering, Games and Playable Media	None	fish	257	0.6319	526	0.1246	0.6945	95
1	536 m^2	0.2662	Computational Media	Computer Science, Statistics	387	dog	428	0.3378	1467	1.7458	-0.1429	N/A
2	74 m^2	0.6124	Human Computer Interaction	Technology and Information Management, Applied Mathematics	711	hamster	1065	0.9276	-339	0.1966	0.9033	1580
0	805 m^2	0.3841	Applied Mathematics	Bioinformatics	-295	rat	183	0.6091	497	0.7838	1.339	984
0	1051 m^2	-0.0928	Data Science	Bioinformatics, Data Science	0	rat	340	0.1241	-204	0.3923	1.3031	405
1	956 m^2	-0.6269	Data Science	Computer Game Design, Computer Science	None	pig	628	0.5112	758	1.2049	?	608
0	830 m^2	0.5496	Applied Mathematics	Electrical Engineering, Human Computer Interaction	-23	FISH	373	0.8144	504	0.7452	0.9364	1041
2	-163 m^2	0.8874	Biotechnology	Robotics Engineering	849	hamster	1145	0.3893	-42	-0.585	0.6251	258
0	834 m^2	0.5267	Computer Game Design	Natural Language Processing, Human Computer Interaction, Bioengineering, Bioinformatics	4	guinea pig	-239	0.5012	785	0.376	0.6942	810
0	685 m^2	0.4193	Applied Mathematics	Data Science, Natural Language Processing	-166	guinea pig	117	0.6361	275	1.1056	0.7993	1029
0	1120 m^2	0.8127	Data Science	Robotics Engineering	233	fish	335	0.351	1033	0.6315	0.8185	776
0	742 m^2	0.5225	Computer Game Design	Data Science, Electrical Engineering	-222	rat	212	0.0525	193	0.3313	1.0637	1193
2	161 m^2	0.0536	Computer Science	Human Computer Interaction, Natural Language Processing, Data Science, Computational Media, Electrical Engineering	1228	reptile	597	1.0544	-460	0.2874	0.9045	176
1	666 m^2	0.0368	Bioengineering	Computer Science	355	pig	395	-0.0896	859	0.9463	-0.6205	104
1	662 m^2	0.0096	Games and Playable Media	Computer Engineering	350	dog	750	0.3144	985	0.7624	0.1746	172
2	375 m^2	0.9805	Robotics Engineering	tECHNOLOGY AND iNFORMATION mANAGEMENT, rOBOTICS eNGINEERING	760	hamster	1356	1.0126	424	0.161	0.8371	561
1	675 m^2	0.6703	Computer Engineering	Computer Game Design, Biotechnology, Statistics	729	chicken	358	0.0035	943	0.9472	0.2837	165
0	937 m^2	0.1491	Statistics	Bioinformatics, Computational Media, Bioengineering	268	fish	210	0.6546	577	1.0022	0.7359	887
2	250 m^2	0.4283	Biotechnology	Robotics Engineering, Games and Playable Media	1300	hamster	802	1.0339	743	-0.3268	0.6023	373
1	456 m^2	0.0525	Electrical Engineering	Computer Game Design, Computer Engineering	681	pig	147	0.3234	387	0.9406	-0.3889	753
1	745 m^2	0.1651	Human Computer Interaction	Statistics, Computer Science, Computer Engineering, Biotechnology	649	n/a	613	-0.2898	872	0.9129	0.4536	834
2	190 m^2	0.5558	Biotechnology	Robotics Engineering, Technology and Information Management, Applied Mathematics	949	bird	889	0.9314	-141	0.05	0.7199	-603
0	902 m^2	0.5245	Computer Game Design	Applied Mathematics	281	guinea pig	75	0.6279	701	0.6447	0.9661	1157
1	812 m^2	0.6871	Computational Media	Computer Engineering, Computer Science, Statistics	473	cat	217	-0.2617	736	0.9946	0.0659	942
2	416 m^2	1.1788	Robotics Engineering	Games and Playable Media	998	reptile	572	1.0743	182	0.1091	0.49	100
0	NULL	0.1979	Natural Language Processing	Natural Language Processing, Data Science, Electrical Engineering	199	ferret	201	0.2107	294	0.5209	1.0399	971
1	117 m^2	0.4072	Applied Mathematics	Biotechnology, Computer Science, Computer Engineering, Statistics	542	Reptile	237	-0.0035	923	1.2435	0.2089	-57
2	516 m^2	1.004	Games and Playable Media	Computer Science	1274	reptile	872	0.5136	186	-0.2027	NULL	54
0	541 m^2	0.34	Applied Mathematics	Computer Engineering, Computer Science, Biotechnology	278	fish	293	0.563	127	0.6048	0.7901	1132
1	661 m^2	0.4534	N/A	Computer Engineering, Statistics	608	rabbit	294	0.2699	695	1.2689	-0.0647	661
1	556 m^2	-0.0926	Bioinformatics	Computer Science, Statistics, Computer Game Design, Biotechnology	647	pig	323	-0.021	669	1.2695	-0.1741	504
0	943 m^2	0.6122	Applied Mathematics	Bioinformatics, Natural Language Processing, Bioengineering	578	ferret	-193	0.3887	-60	0.5492	1.0465	765
1	861 m^2	0.4409	Robotics Engineering	Computer Game Design, Computer Engineering, Computer Science, Statistics	794	rabbit	207	n/a	1569	0.6426	0.2057	314
1	597 m^2	-0.1192	Computational Media	Computer Engineering, Statistics	473	dog	744	-0.0416	1516	0.6841	0.2101	561
1	421 m^2	0.008	Electrical Engineering	Computer Game Design, Computer Engineering	738	chicken	236	0.1685	1188	0.8826	0.33	622
1	690 m^2	-0.0701	Computer Engineering	Computer Science, Biotechnology	328	chicken	324	0.0306	1016	0.7681	0.0725	372
1	218 m^2	0.0377	Technology and Information Management	Natural Language Processing	532	pig	348	0.35	837	0.5619	-0.315	71
0	598 m^2	0.9469	Computer Game Design	Human Computer Interaction, Bioengineering, Bioinformatics, Computational Media	22	guinea pig	20	0.2301	670	0.3167	1.0988	879
2	56 m^2	0.8226	Robotics Engineering	Technology and Information Management	1486	reptile	554	1.0099	407	0.2963	0.3621	402
2	65 m^2	0.4	Games and Playable Media	Games and Playable Media	801	hamster	227	1.1136	248	0.4379	1.1124	-184
2	188 m^2	0.8007	Biotechnology	Data Science, Computational Media, Bioengineering	671	hamster	761	0.8228	464	0.1303	0.3816	147
2	52 m^2	0.6026	Games and Playable Media	Robotics Engineering	849	reptile	769	0.8855	-70	0.2933	0.9023	-103
2	31 m^2	0.6017	Biotechnology	Applied Mathematics	817	hamster	715	0.9721	-216	0.1816	0.581	348
0	805 m^2	0.4266	Statistics	Data Science, Computational Media, Natural Language Processing	67	guinea pig	136	0.2302	323	0.6171	0.7161	688
1	388 m^2	0.298	Technology and Information Management	Computer Game Design, Computer Engineering	552	dog	1131	0.0886	1171	1.0276	0.807	555
0	976 m^2	0.2916	Computer Game Design	Bioinformatics, Bioengineering, Human Computer Interaction	-196	rat	31	0.4975	-194	0.6216	0.9234	1077
0	1158 m^2	0.6649	Robotics Engineering	Computational Media	-27	ferret	-133	0.4377	836	0.3544	0.518	1149
0	613 m^2	0.7704	Statistics	Electrical Engineering, Data Science, Natural Language Processing, Bioinformatics	-123	rat	413	0.3974	-80	1.1384	1.2146	1638
0	630 m^2	0.8575	Applied Mathematics	Natural Language Processing, Data Science, Computational Media, Human Computer Interaction, Bioengineering, Bioinformatics	72	guinea pig	312	0.4753	495	0.5205	0.3178	1262
1	446 m^2	0.2239	Computer Engineering	Computer Science, Statistics, Biotechnology	783	chicken	85	0.0934	1441	1.1326	0.1893	-32
0	1046 m^2	0.4805	Natural Language Processing	Human Computer Interaction	109	ferret	364	0.3062	316	0.4556	0.8492	721
0	1204 m^2	0.2617	Applied Mathematics	Computational Media, Electrical Engineering, Bioengineering, Bioinformatics, Natural Language Processing, Human Computer Interaction	158	ferret	256	0.4496	526	0.6478	0.7844	629
1	417 m^2	0.4056	Human Computer Interaction	Computer Science, Computer Game Design	821	chicken	841	0.3239	946	0.8623	-0.0862	308
2	360 m^2	1.3912	Biotechnology	ROBOTICS ENGINEERING, TECHNOLOGY AND INFORMATION MANAGEMENT, GAMES AND PLAYABLE MEDIA	1328	hamster	255	0.9486	20	-0.2591	0.461	279
1	208 m^2	0.0961	Computer Engineering	Statistics, Computer Science, Computer Game Design, Biotechnology	959	rabbit	313	0.2942	1452	1.1577	-0.4527	863
0	873 m^2	0.8423	Bioinformatics	Bioengineering, Computational Media, Bioinformatics, Electrical Engineering, Natural Language Processing	-158	ferret	395	0.4615	574	0.6873	0.9986	500
1	556 m^2	-0.3271	technology and information management	Computer Science, Statistics, Computer Engineering	722	dog	508	0.1039	739	0.7121	0.0209	-223
1	N/A	0.0085	Computer Engineering	Computer Science, Computer Game Design, Computer Engineering	713	chicken	764	0.0866	1263	0.7655	0.3022	638
0	1018 m^2	0.4097	Computer Game Design	Technology and Information Management, Robotics Engineering	548	rat	240	0.2644	-36	0.9358	n/a	468
1	747 m^2	-0.0669	DATA SCIENCE	Statistics, Computer Game Design, Computer Engineering, Biotechnology	594	dog	370	0.022	700	0.7028	0.328	547
2	84 m^2	0.7096	Games and Playable Media	Games and Playable Media, Applied Mathematics	859	bird		1.2616	-281	-0.1979	0.1767	1
1	588 m^2	0.1446	Technology and Information Management	Statistics, Biotechnology, Computer Game Design	294	rabbit	100	0.2306	1367	1.3064	0.4533	-48
0	869 m^2	0.4369	Computer Game Design	Bioinformatics, Data Science, Natural Language Processing, Electrical Engineering, Computational Media	222	rat	90	0.8111	n/a	0.4994	0.459	1163
1	595 m^2	0.1933	Computational Media	Computer Science, Biotechnology	854	rabbit	123	0.6719	1117	1.0754	0.217	759
0	1256 m^2	0.0554	Statistics	Bioengineering, Natural Language Processing, Computational Media, Data Science	649	guinea pig	242	-0.0949	196	0.8114	0.8202	1018
0	847 m^2	0.6519	Human Computer Interaction	electrical engineering, data science, bioinformatics, human computer interaction	229	Ferret	573	0.6114	300	0.6228	0.7161	788
1	921 m^2	-0.1064	Bioinformatics	Computer Game Design, Computer Engineering, Biotechnology, Computer Science	826	chicken	707	0.1965	815	0.9022	0.1092	513
2	393 m^2	0.8711	Computer Science	Robotics Engineering, Technology and Information Management	960	reptile	557	0.6649	-459	0.0636	0.1907	39
0	1103 m^2	0.7076	Statistics	Data Science, Human Computer Interaction, Computational Media, Bioengineering, Bioinformatics, Natural Language Processing	193	ferret	494	0.6952	391	0.9201	0.9911	614
2	366 m^2	1.1583	Robotics Engineering	Applied Mathematics, Technology and Information Management	1070	bird	589	0.6673	-57	0.0699	0.6012	-415
2	-63 m^2	0.766	Computer Science	Games and Playable Media, Technology and Information Management	729	hamster	907	0.7501	-78	-0.2797	0.9093	-356
1	458 m^2	0.1116	Data Science	STATISTICS, COMPUTER GAME DESIGN, COMPUTER ENGINEERING, BIOTECHNOLOGY	276	chicken	261	n/a	721	1.3105	0.15	112
1	874 m^2	0.1877	Bioengineering	Biotechnology, Computer Engineering, Computer Game Design, Statistics	593	pig	165	-0.0593	1039	0.9108	-0.3518	625
2	47 m^2	0.7302	Computer Science	Bioinformatics, Computational Media, Electrical Engineering, Human Computer Interaction	1257	reptile	734	0.898	749	0.1078	0.0501	-127
1	784 m^2	None	Data Science	Biotechnology, Computer Science, Computer Game Design	527	pig	99	0.3184	906	0.5898	0.562	-141
2	296 m^2	0.5821	Computer Science	Applied Mathematics, Technology and Information Management	919	reptile	845	0.6581	364	0.1075	0.6922	-254
2	260 m^2	0.558	Robotics Engineering	Games and Playable Media, Robotics Engineering	777	hamster	725	0.6644	-83	None	0.2983	500
2	300 m^2	1.0508	Games and Playable Media	Robotics Engineering, Games and Playable Media, Technology and Information Management	744	bird	692	0.7963	480	0.1142	0.5532	215
1	823 m^2	0.1758	Bioengineering	Computer Engineering	525	pig	278	-0.0754	1271	0.8123	-0.033	719
1	36 m^2	0.1881	Technology and Information Management	Games and Playable Media, Applied Mathematics	493	dog	102	0.2946	759	0.8813	-0.1879	231
0	1266 m^2	0.0211	Computer Game Design	Electrical Engineering, Human Computer Interaction, Data Science, Bioengineering, Bioinformatics, Computational Media	-37	rat	280	0.2797	376	0.8495	0.9301	325
2	97 m^2	0.8709	Robotics Engineering	Data Science, Computational Media, Natural Language Processing	993	reptile	711	1.0854	529	0.3109	0.716	421
1	435 m^2	-0.0953	Technology and Information Management	Computer Game Design, Statistics, Biotechnology	679	ferret	150	0.2432	1450	1.3014	0.3566	852
0	695 m^2	0.5567	Natural Language Processing	Computational Media, Data Science	344	ferret	260	0.491	812	0.8682	1.2476	964
1	282 m^2	0.1821	Technology and Information Management	Statistics, Computer Engineering, Computer Science, Biotechnology	712	CHICKEN	544	0.1307	1212	0.6277	-0.1678	325
1	406 m^2	N/A	Human Computer Interaction	Computer Game Design, Computer Engineering, Computer Science	287	chicken	809	0.3514	614	0.8999	0.1741	336
1	745 m^2	0.7289	Computer Science	Computer Science	934	pig	487	0.2299	1391	0.8204	0.1364	-705
1	246 m^2	-0.05	Computer Engineering	Computer Game Design	522	pig	597	0.0997	994	1.0134	-0.0934	-526
1	734 m^2	0.1625	cOMPUTER eNGINEERING	Computer Engineering, Statistics, Computer Game Design, Biotechnology	698	pig	413	0.0564	758	N/A	0.0865	-149
0	975 m^2	0.5674	Computer Game Design	Computational Media, Electrical Engineering, Data Science, Natural Language Processing	-82	rat	517	0.8178	378	0.5663	1.0111	514
0	1105 m^2	0.658	Electrical Engineering	Electrical Engineering	138	bird	491	0.0707	602	0.6488	0.6218	882
2	393 m^2	0.6498	Biotechnology	Games and Playable Media	1014	bird	749	1.3099	229	0.546	0.3396	-201
0	545 m^2	0.3701	Statistics	Computational Media, Electrical Engineering, Bioinformatics, Human Computer Interaction, Data Science, Bioengineering	116	ferret	50	0.4669	434	0.8664	1.0939	835
1	753 m^2	0.1531	Data Science	Computer Game Design, Statistics	685	rabbit	890	0.0624	1143	0.889	0.1229	172
1	667 m^2	0.1691	Technology and Information Management	Computer Science, Computer Engineering	NULL	pig	382	0.665	1375	1.4231	0.1386	834
2	14 m^2	0.4198	Robotics Engineering	Games and Playable Media, Applied Mathematics	1025	hamster	831	1.3978	-250	0.2764	0.3321	-19
0	None	0.4109	Computer Game Design	Data Science, Computational Media, Natural Language Processing, Electrical Engineering, Bioinformatics	263	ferret	309	0.7681	1070	0.9837	1.1248	643
1	652 m^2	0.0864	Human Computer Interaction	Computer Game Design, Biotechnology, Statistics	588	rabbit	-44	0.0127	945	0.7988	-0.0342	514
0	1012 m^2	0.0817	Computer Game Design	Electrical Engineering, Human Computer Interaction	304	rat	394	0.8141	494	0.573	0.7057	?
0	744 m^2	0.8959	Natural Language Processing	Statistics, Biotechnology	123	guinea pig	218	0.3581	591	0.7894	0.9011	389
2	188 m^2	0.9126	Robotics Engineering	Technology and Information Management, Games and Playable Media, Applied Mathematics	1328	hamster	833	1.2941	174	0.1336	0.4407	-351
2	-129 m^2	0.9199	Games and Playable Media	Applied Mathematics, Robotics Engineering	661	bird	1073	1.6134	313	0.6226	0.6013	181
2	180 m^2	1.2075	Games and Playable Media	Human Computer Interaction, Natural Language Processing	833	ferret	1418	1.2771	653	-0.233	0.5878	455
0	1191 m^2	0.3384	Electrical Engineering	Natural Language Processing, Bioengineering, Bioinformatics, Human Computer Interaction, Data Science	30	ferret	135	0.5352	410	0.9027	0.8564	303
1	435 m^2	0.2434	Computer Science	Statistics	445	PIG	30	0.276	780	1.0406	0.2033	566
0	806 m^2	0.4996	Robotics Engineering	Electrical Engineering, Human Computer Interaction	16	rat	36	0.1958	310	0.5786	0.6063	540
2	205 m^2	0.5758	Games and Playable Media	Technology and Information Management, Robotics Engineering, Games and Playable Media	979	fish	851	0.9901	-38	0.2489	0.5628	-226
1	430 m^2	0.068	Computational Media	Computer Engineering	478	dog	824	0.5605	957	1.3823	0.1139	242
1	582 m^2	0.0542	Human Computer Interaction	Computational Media, Natural Language Processing, Bioengineering, Electrical Engineering, Human Computer Interaction, Bioinformatics	495	PIG	116	0.0299	1225	0.3512	-0.0023	754
